id,thread_id,sentence
42,7,The board is also compatible with Adafruit Feather M0 controller boards and can be reprogrammed through the free Arduino IDE for custom specific applications. A sample code with the instruction to activate electrodes can be found on the OpenDrop GitHub.
42,8,"Features:     -  Modular Cartridge System     - Connector to connect electrode board with up to 128 channels     - Gold coated 14×8 electrodes array, 2.75 mm x 2.75 mm in size, 4mil gaps    -  Reservoirs – the new electrode array features 4 CT-type reservoirs    -  AC and DC voltage generated on the device form USB power."
42,11,"True AC voltage driving capability (up to 300VAC).    -  32bit AVR SAMD21G18 microprocessor with plenty of memory and power     - Electronic settings for voltage level, frequency and AC/DC selection     - Electronic reading of actual voltage level     - One connector for communication and powering (USB-C)     - Optical isolation of the high-voltage electronics trough opto-couplers and PhotoMOS     - New polyphonic audio amplifier and speaker (it’s a synth!)     - Cartridge presence detection     - Feedback amplifier     - Super flat OLED Display     - Nice joystick and 2 buttons, 3 LEDs     - Reset button     - All files open source, designed on KiCAD"
42,12,For this and other projects related to #SoftwareComputersDataAnalysisSimulationsComputationalNeuroscience visit https://openneuroscience.com
43,0,Stytra https://github.com/portugueslab/stytra  ... 🧵
43,1,"Stytra, a flexible, open-source software package, written in Python and designed to cover all the general requirements involved in larval zebrafish behavioral experiments."
43,2,"It provides timed stimulus presentation, interfacing with external devices and simultaneous real-time tracking of behavioral parameters such as position, orientation, tail and eye motion in both freely-swimming and head-restrained preparations."
43,3,"Stytra logs all recorded quantities, metadata, and code version in standardized formats to allow full provenance tracking, from data acquisition through analysis to publication. The package is modular and expandable for different experimental protocols and setups."
43,4,"We also provide complete documentation with examples for extending the package to new stimuli and hardware, as well as a schema and parts list for behavioural setups. The software can be used in the context of calcium imaging experiments by interfacing with other acquisition devices."
43,5,"Our aims are to enable more laboratories to easily implement behavioral experiments, as well as to provide a platform for sharing stimulus protocols that permits easy reproduction of experiments and straightforward validation."
43,6,For this and other projects related to #Software #DataAnalysis #ComputationalNeuroscience #Other visit https://openneuroscience.com
44,0,Neurodata Without Borders https://www.nwb.org/  ... 🧵
44,1,"Neurodata Without Borders is a data standard for neurophysiology, providing neuroscientists with a common standard to share, archive, use, and build analysis tools for neurophysiology data."
44,2,"NWB is designed to store a variety of neurophysiology data, including data from intracellular and extracellular electrophysiology experiments, data from optical physiology experiments, and tracking and stimulus data."
44,3,The NWB team consists of neuroscientists and software developers who recognize that adoption of a unified data format is an important step toward breaking down the barriers to data sharing in neuroscience.
44,4,For this and other projects related to #ComputationalNeuroscience #Simulations #Software #HumanNeuroscience visit https://openneuroscience.com
45,0,DataJoint https://datajoint.io  ... 🧵
45,1,DataJoint is an open-source library for managing and sharing scientific data pipelines in Python and Matlab.
45,2,"DataJoint allows creating and sharing computational data pipelines, which are defined as databases and analysis code for executing steps of activities for data collection and analysis."
45,3,"For example, many neuroscience studies are organized around DataJoint pipelines that start with basic information about the experiment, then ingest acquired data, and then perform processing, analysis, and visualization of results. The entire pipeline is diagrammed as a graph where each node is a table in the database with a corresponding class in the programming language; together they define the data structure and computations."
45,6,"DataJoint key features include: - access to shared data pipelines in a relational database (MySQL-compatible) from Python, Matlab, or both. - data integrity and consistency based founded on the relational data model and transactions - an intuitive data definition language for pipeline design - a diagramming notation to visualize data structure and dependencies  - a serialization framework: storing large numerical arrays and other scientific data in a language-independent way  - a flexible query language to retrieve precise cross-sections of data in a desired format - automated  execution of computational jobs, with built-in job management for distributed computing - managed storage of large data objects outside the database"
45,7,For this and other projects related to #Software #ComputationalNeuroscience #Simulations #HumanNeuroscience visit https://openneuroscience.com
46,0,PiVR http://www.PiVR.org  ... 🧵
46,1,PiVR is a system that allows experimenters to immerse small animals into virtual realities.
46,2,"The system tracks the position of the animal and presents light stimulation according to predefined rules, thus creating a virtual landscape in which the animal can behave. By using optogenetics, we have used PiVR to present fruit fly larvae with virtual olfactory realities, adult fruit flies with a virtual gustatory reality and zebrafish larvae with a virtual light gradient."
46,3,PiVR operates at high temporal resolution (70Hz) with low latencies (<30 milliseconds) while being affordable (<US$500) and easy to build (<6 hours).
46,4,"Through extensive documentation (www.PiVR.org), this tool was designed to be accessible to a wide public, from high school students to professional researchers studying systems neuroscience in academia. The project is open source (BSD-3) and the documented code written in the freely available programming language Python."
46,5,"We hope that PiVR will be adapted by advanced users for their particular needs, for example to create closed-loop experiments involving other sensory modalities (e.g., sound/vibration) through the use of PWM controllable devices. We envision PiVR to be used as the central module when creating virtual realities for a variety of sensory modalities."
46,6,"This ‘PiVR module’ takes care of detecting the animal and presenting the appropriate PWM signal that is then picked up by the PWM controllable device installed by the user, for example to produce a sound whenever an animal enters a pre-defined region."
46,7,"In short, PiVR is a powerful and affordable experimental platform allowing experimenters to create a wide array of virtual reality experiments."
46,8,"Our hope is that PiVR will be adapted by several labs to democratize closed-loop experiments and, by standardizing image quality and the animal detection algorithm, increase reproducibility."
46,9,For this and other projects related to #Software #ComputationalNeuroscience visit https://openneuroscience.com
47,0,ReproNim A Center for Reproducible Neuroimaging Computation https://github.com/ReproNim  ... 🧵
47,1,"ReproNim's goal is to improve the reproducibility of neuroimaging science and extend the value of our national investment in neuroimaging research, while making the process easier and more efficient for investigators."
47,3,"ReproNim delivers a reproducible analysis framework comprised of components that include: 1) data and software discovery; 2) implementation of standardized description of data, results and workflows; 3) development of execution options that facilitates operation in all computational environments; 4)  provision of training and education to the community. All components of the framework are intended to foster continued use and development of the reproducible and generalizable framework in neuroimaging research."
47,4,For this and other projects related to #Software #ComputationalNeuroscience visit https://openneuroscience.com
48,0,Neuroimaging Informatics Tools and Resources Collaboratory NITRC http://www.nitrc.org  ... 🧵
48,1,NeuroImaging Tools & Resources Collaboratory is an award-winning free web-based resource that offers comprehensive information on an ever expanding scope of neuroinformatics software and data.
48,2,"Since debuting in 2007, NITRC has helped the neuroscience community make further discoveries using software and data produced from research that used to end up lost or disregarded."
48,3,"NITRC also provides free access to data and enables pay-per-use cloud-based access to unlimited computing power, enabling worldwide scientific collaboration with minimal startup and cost. NITRC’s scientific focus includes: MR, PET/SPECT, CT, EEG/MEG, optical imaging, clinical neuroimaging, computational neuroscience, and imaging genomics software tools, data, and computational resources."
48,4,"With NITRC and its components—the Resources Registry (NITRC-R), Image Repository (NITRC-IR), and Computational Environment (NITRC-CE)—a researcher can obtain pilot or proof-of-concept data to validate a hypothesis for just a few dollars."
48,5,For this and other projects related to #Software #Simulations #ComputationalNeuroscience #ElectricStimulation visit https://openneuroscience.com
49,0,Simple Behavioral Analysis SimBA https://github.com/sgoldenlab/simba  ... 🧵
49,1,Several excellent computational frameworks exist that enable high-throughput and consistent tracking of freely moving unmarked animals.
49,2,SimBA introduce and distribute a plug-and play pipeline that enables users to use these pose-estimation approaches in combination with behavioral annotation for the generation of supervised machine-learning behavioral predictive classifiers.
49,3,"SimBA was developed for the analysis of complex social behaviors, but includes the flexibility for users to generate predictive classifiers across other behavioral modalities with minimal effort and no specialized computational background."
49,4,"SimBA has a variety of extended functions for large scale batch video pre-processing, generating descriptive statistics from movement features, and interactive modules for user-defined regions of interest and visualizing classification probabilities and movement patterns."
49,5,For this and other projects related to #Software #Hardware #Computers #Behaviour visit https://openneuroscience.com
5,0,Craniobot https://www.labmaker.org/products/craniobot  ... 🧵
5,1,The Craniobot is a cranial microsurgery platform that combines automated skull surface profiling with a computer numerical controlled (CNC) milling machine to perform a variety of cranial microsurgical procedures in mice.
5,2,The Craniobot utilizes a low force contact sensor to profile the skull surface and uses this information to perform micrometer-scale precise milling operations within minutes.
5,3,The procedure of removing the sub-millimeter thick mouse skull precisely without damaging the underlying brain can be technically challenging and often takes significant skill and practice. This can now be overcome using the Craniobot.
5,4,For this and other projects related to #Software #DataAnalysis #HumanElectrophysiology #HumanNeuroscience visit https://openneuroscience.com
50,0,SLEAP https://sleap.ai  ... 🧵
50,1,SLEAP (Social LEAP Estimates Animal Poses) is a multi-animal pose tracker based on deep learning.
50,2,"It is the successor of LEAP (Pereira et al., Nature Methods, 2019) and was designed to deal with the problem of tracking body landmarks of multiple freely interacting animals. Using deep learning, SLEAP trains neural network models from few user annotations to enable highly accurate body part localization, grouping and tracking."
50,3,"It supports multiple neural network architectures, including pretrained state-of-the-art models and lightweight customizable architectures. SLEAP has been used successfully to track mice, fruit flies, bees and other species of animals under a variety of experimental and imaging conditions."
50,4,"The software was designed to make it easy for users with no experience with deep learning through a fully featured GUI, as well as providing a rich functionality for advanced users seeking to develop a custom solution for their project."
50,5,"Tutorials and guides are available on our website (https://sleap.ai) detailing steps for easy installation (Windows/Mac/Linux), labeling a new project, training on the locally or on the cloud, and tracking new data."
50,6,For this and other projects related to #Hardware #Benchtop #Software visit https://openneuroscience.com
51,0,PiDose https://osf.io/rpyfm/  ... 🧵
51,1,PiDose is an open-source tool for scientists performing drug administration experiments with mice. It allows for automated daily oral dosing of mice over long time periods (weeks to months) without the need for experimenter interaction and handling.
51,2,"To accomplish this, a small 3D-printed chamber is mounted adjacent to a regular mouse home-cage, with an opening in the cage to allow animals to freely access the chamber."
51,3,"The chamber is supported by a load cell, and does not contact the cage but sits directly next to the entrance opening. Prior to treatment, mice have a small RFID capsule implanted subcutaneously, and when they enter the chamber they are detected by an RFID reader."
51,4,"While the mouse is in the chamber, readings are taken from the load cell in order to determine the mouse's bodyweight. At the opposite end of the chamber from the entrance, a nose-poke port accesses a spout which dispenses drops from two separate liquid reservoirs."
51,5,"This spout is wired to a capacitive touch sensor controller in order to detect licks, and delivers liquid drops in response to licking. Each day, an average weight is calculated for each mouse and a drug dosage is determined based on this."
51,6,When a mouse licks at the spout it dispenses either regular drinking water or a drop of drug solution depending on if they have received their daily dosage or not. All components are controlled by a Python script running on a Raspberry Pi.
51,7,For this and other projects related to #Software #DataAnalysis visit https://openneuroscience.com
52,0,JASP https://jasp-stats.org/  ... 🧵
52,1,"JASP is a cross-platform statistical software program with a state-of-the-art graphical user interface. The JASP interface allows you to conduct statistical analyses in seconds, and without having to learn programming or risking a programming mistake."
52,2,"JASP is open-source and free of charge, and we provide it as a service to the community. JASP is statistically inclusive as it offers both frequentist and Bayesian analysis methods."
52,3,For this and other projects related to #Software #Hardware #Behaviour #Computers visit https://openneuroscience.com
53,0,brainrender https://github.com/BrancoLab/BrainRender  ... 🧵
53,1,brainrender is a python package for the visualization of three dimensional neuro-anatomical data. It can be used to render data from publicly available data set (e.g. Allen Brain atlas) as well as user generated experimental data.
53,2,The goal of brainrender is to facilitate the exploration and dissemination of neuro-anatomical data by providing a user-friendly platform to create high-quality 3D renderings.
53,3,For this and other projects related to #Other #HumanNeuroscience visit https://openneuroscience.com
54,0,pyPhotometry https://pyphotometry.readthedocs.io  ... 🧵
54,2,"pyPhotometry is system of open source, Python based, hardware and software for neuroscience fiber photometry data acquisition, consisting of an acquisition board and graphical user interface.  pyPhotometry supports data aquisition from two analog and two digital inputs, and control of two LEDs via built in LED drivers with an adjustable 0-100mA output."
54,3,The system supports time-division multiplexed illumination which allows fluoresence evoked by different excitation wavelengths to be independenly readout from a single photoreciever signal.
54,4,For this and other projects related to #HumanNeuroscience #DataRepositories #DataAnalysis #Software visit https://openneuroscience.com
55,0,pyControl https://pycontrol.readthedocs.io  ... 🧵
55,2,"pyControl is a system of open source hardware and software for controlling behavioural experiments, built around the Micropython microcontroller.  pyControl makes it easy to program complex behavioural tasks using a clean, intuitive, and flexible syntax for specifying tasks as state machines. User created task definition files, written in Python, run directly on the microcontroller, supported by pyControl framework code."
55,4,"This gives users the power and simplicity of Python for specifying task behaviour, while allowing advanced users low-level access to the microcontroller hardware.   pyControl hardware consists of a breakout board and a set of devices such as nose-pokes, audio boards, LED drivers, rotary encoders and stepper motor controllers that are connected to the breakout board to create behavioural setups."
55,5,For this and other projects related to #Software #DataAnalysis #ComputationalNeuroscience visit https://openneuroscience.com
56,0,WholeBrain https://github.com/tractatus/wholebrain/  ... 🧵
56,1,WholeBrain is a software to create anatomical maps. With a code base in C/C++ with wrappers to R and JavaScript/WASM.
56,2,"The purpose of WholeBrain is to provide a user-friendly and efficient way for scientist with minimal knowledge of computers to create anatomical maps and integrate this information with behavioral and physiological data for sharing on the web. WholeBrain is conceived and created by Daniel Fürth, CSHL. Quick question about something you think can be resolved quite fast?"
56,3,Then just go to the gitter room and chat with me: https://gitter.im/tractatus/Lobby
56,4,For this and other projects related to #ComputationalNeuroscience #Simulations #DataAnalysis #Software visit https://openneuroscience.com
57,0,Brainglobe atlas API https://github.com/brainglobe/bg-atlasapi  ... 🧵
57,1,Many excellent brain atlases exist for different species.
57,2,"Some of them have an API (application programming interface) to allow users to interact with the data programmatically (e.g. the excellent Allen Mouse Brain Atlas), but many do not, and there is no consistent way to process data from multiple sources. The brainglobe atlas API (BG-AtlasAPI) deals with this problem by providing a common interface for programmers to download and process atlas data from multiple sources."
57,3,For this and other projects related to #Software #HumanNeuroscience #Behaviour #Other visit https://openneuroscience.com
58,0,culture_shock https://github.com/kanzure/culture_shock  ... 🧵
58,1,"Culture Shock is an open-source electroporator that was developed through internet based collaboration, starting on the DIYbio Google Group."
58,2,"It is an evolution on the traditional capacitive discharge circuit topology, instead using pulsed induction to enable a programmable waveform as well as reduce the size, weight, and cost of the equipment."
58,3,"With all these benefits, we hope to reduce the burden of laboratory consumables for DNA transformation and electrofusion procedures, where chemical supplies are currently relied on. The added benefit of programmability allows many cell types to be manipulated by altering the voltage level, or even giving the voltage profile a particular shape."
58,4,For this and other projects related to #Software #Behaviour #HumanNeuroscience #Other visit https://openneuroscience.com
59,0,DIPY https://dipy.org  ... 🧵
59,1,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal processing, machine learning, statistical analysis and visualization of medical images."
59,2,"Additionally, it contains specialized methods for computational anatomy including diffusion, perfusion and structural imaging."
59,3,For this and other projects related to #Behaviour #Software #Optogenetics visit https://openneuroscience.com
6,0,Labmaker https://www.labmaker.org/  ... 🧵
6,1,"LabMaker is a maker and assembly service for OPEN SCIENCE instruments. OPEN SCIENCE initiatives provide part lists or ""Bill Of Materials"" (BOM) for openly available scientific instruments."
6,2,"LabMaker bridges the gap between the BOM and the ready-to-use instrument for those not wanting to build by themselves. LabMaker is based in Berlin, Germany and ships worldwide."
6,3,"Berlin, as a city, is not only amongst the frontrunners for the title ""start-up capital of Europe"", but also home to a large diversity of companies rooted in traditional precision manufacturing."
6,4,For this and other projects related to #Optogenetics #Software #AnimalElectrophysiology #Behaviour visit https://openneuroscience.com
60,0,NeuroFedora https://neuro.fedoraproject.org  ... 🧵
60,1,"NeuroFedora is an initiative to provide a ready to use Fedora Linux based Free/Open source software platform for neuroscience. We believe that similar to Free software, science should be free for all to use, share, modify, and study."
60,2,"The use of Free software also aids reproducibility, data sharing, and collaboration in the research community. By making the tools used in the scientific process easier to use, NeuroFedora aims to take a step to enable this ideal."
60,3,For this and other projects related to #Behaviour #Hardware #AnimalElectrophysiology #Optogenetics visit https://openneuroscience.com
61,0,OpenCitations http://opencitations.net/  ... 🧵
61,1,OpenCitations is an independent infrastructure organization for open scholarship dedicated to the publication of open bibliographic and citation data by the use of Semantic Web (Linked Data) technologies.
61,2,"It is also engaged in advocacy for open citations, particularly by organizing the Workshops for Open Citations and Scholarly Metadata, and in its role as a key founding member of the Initiative for Open Citations (I4OC) and the Initiative for Open Abstracts (I4OA)."
61,3,OpenCitations espouses fully the founding principles of Open Science.
61,4,"It complies with the FAIR data principles by Force11 that data should be findable, accessible, interoperable and re-usable, and it complies with the recommendations of I4OC that citation data in particular should be structured, separable, and open. On the latter topic, OpenCitations has recently published a formal definition of an Open Citation, and has launched a system for globally unique and persistent identifiers (PIDs) for bibliographic citations – Open Citation Identifiers (OCIs)."
61,5,"The following publication is the canonical publication describing OpenCitations itself, as an infrastructure organization for open scholarship. The article describes OpenCitations and its datasets, tools, services and activities. Silvio Peroni, David Shotton (2020)."
61,6,"OpenCitations, an infrastructure organization for open scholarship."
61,7,"Quantitative Science Studies, 1(1): 428-444. https://doi.org/10.1162/qss_a_00023  The OpenCitations Data Model (OCDM) is the metadata model used for the data stored in all the OpenCitations' datasets, described in   Marilena Daquino, Silvio Peroni, David Shotton (2020). The OpenCitations Data Model. Figshare. https://doi.org/10.6084/m9.figshare.3443876."
61,8,"The largest dataset created by OpenCitations is COCI, the OpenCitations Index of Crossref open DOI-to-DOI citations, an RDF dataset containing details of all the citations that are specified by the open references to DOI-identified works present in Crossref."
61,9,"COCI does not index Crossref references that are not open, nor Crossref open references to entities that lack DOIs. The citations available in COCI are treated as first-class data entities, with accompanying properties including the citations timespan, modelled according to the OpenCitations Data Model."
61,10,"Currently, COCI contains information concerning 733,367,140 citations, and 59,455,917 bibliographic resources. COCI was most recently updated on 6 September 2020. For an in-depth description of COCI, see:  Ivan Heibi, Silvio Peroni, David Shotton (2019)."
61,11,"Software review: COCI, the OpenCitations Index of Crossref open DOI-to-DOI citations. Scientometrics, 121 (2): 1213-1228. https://doi.org/10.1007/s11192-019-03217-6"
61,12,For this and other projects related to #Software #Computers #Behaviour visit https://openneuroscience.com
62,0,MorphoPy A python package for feature extraction of neural morphologies https://github.com/berenslab/MorphoPy  ... 🧵
62,1,MorphoPy is an open software package written in Python3 that allows for visualization and processing of morphological reconstructions of neural data.
62,2,"It has been created to facilitate the translation from morphology graphs into descriptive features like density maps, morphometric statistics, and persistence diagrams for down-stream exploration and statistical analysis."
62,3,For this and other projects related to #Software #DataAnalysis #ComputationalNeuroscience visit https://openneuroscience.com
63,0,Open Source Brain http://www.opensourcebrain.org/  ... 🧵
63,1,"Open Source Brain, a platform for sharing, viewing, analyzing, and simulating standardized models from different brain regions and species."
63,2,"Model structure and parameters can be automatically visualized and their dynamical properties explored through browser-based simulations. Infrastructure and tools for collaborative interaction, development, and testing are also provided."
63,3,For this and other projects related to #Hardware #Microscopes #MolecularBiologyCalciumImagingFluorescenceOther visit https://openneuroscience.com
64,0,FastTrack https://github.com/FastTrackOrg/FastTrack  ... 🧵
64,1,"FastTrack is an open-source cross-platform tracking software. Easy to install and easy to use, it can track a large variety of systems from active particles to animals, with a known or unknown number of objects."
64,2,It can process movies from any quality on low-end to high-end computers.
64,3,"Two main features are implemented in the software:     - A fast and automatic tracking algorithm that can detect and track objects, conserving the objects' identities across the video recording.     - A manual tool to review the tracking where errors can be corrected rapidly and easily to achieve 100% accuracy with a minimum of efforts. FastTrack do not require coding abilities to be used."
64,4,A developer documentation is available for users who want to embed FastTrack tracking algorithm directly inside their projects.
64,5,For this and other projects related to #Behaviour #Hardware visit https://openneuroscience.com
65,0,INCF TrainingSpace https://training.incf.org  ... 🧵
65,2,"TrainingSpace is an online hub that aims to make neuroscience educational materials more accessible to the global neuroscience community developed by the Training and Education Committee composed of members from the INCF network, HBP, SfN, FENS, IBRO, IEEE, BD2K, and iNeuro Initiative."
65,4,"As a hub, TrainingSpace provides users with access to:  * Multimedia educational content from courses, conference lectures, and laboratory exercises from some of the world’s leading neuroscience institutes and societies * Study tracks to facilitate self-guided study * Tutorials on tools and open science resources for neuroscience research * A Q&A forum  * A neuroscience encyclopedia that provides users with access to over 1.000.000 publicly available datasets as well as links to literature references and scientific abstracts  Topics currently included in TrainingSpace include: general neuroscience, clinical neuroscience, computational neuroscience, neuroinformatics, computer science, data science, and open science."
65,6,"All courses and conference lectures in TrainingSpace include a general description, topics covered, links to prerequisite courses if applicable, and links to software described in or required for the course, as well as links to the next lecture in the course or more advanced related courses. In addition to providing resources for students and researchers, TrainingSpace also provides resources for instructors, such laboratory exercises, open science services, and access to publicly available datasets and models."
65,7,For this and other projects related to #Software #Hardware #Optogenetics #AnimalElectrophysiology visit https://openneuroscience.com
66,0,INCF KnowledgeSpace https://knowledge-space.org  ... 🧵
66,1,"KnowledgeSpace aims to be a globally-used, community-based, data-driven encyclopedia for neuroscience that links brain research concepts to data, models, and the literature that support them."
66,2,Further it aims to serve as a framework where large-scale neuroscience projects can expose their data to the neuroscience community-at-large. KnowledgeSpace is a framework that combines general descriptions of neuroscience concepts found in wikipedia with more detailed content from NeuroLex.
66,3,It then integrates the content from those two sources with the latest neuroscience citations found in PubMed and data found in some of the world’s leading neuroscience repositories.
66,4,"KnowledgeSpace is a joint development between the Human Brain Project (HBP), the International Neuroinformatics Coordinating Facility (INCF), and the Neuroscience Information Framework (NIF). KnowledgeSpace is currently being developed with funding from the European Union's Horizon 2020 Framework Programme for Research and Innovation under the Specific Grant Agreement No."
66,5,"945539 (Human Brain Project SGA3), INCF, and Neuroscience Information Framework (NIF). Earlier development was supported by the European Union's Horizon 2020 Framework Programme for Research and Innovation under the Framework Partnership Agreement No."
66,6,"650003 (HBP FPA), INCF, NIF, and the Blue Brain Project. KS builds on a vocabulary service, populated with an integrated set of neuroscience ontologies with initial content coming from the Neuroscience Lexicon (NeuroLex), and the Brain Architecture Management System (BAMS)."
66,7,It links to an expanding set of data sources through the NIF federated search infrastructure.
66,8,For this and other projects related to #DataAnalysis #Software visit https://openneuroscience.com
67,0,INCF Portal https://www.incf.org  ... 🧵
67,1,The INCF portal is the guide to the INCF activities and its community resources.
67,4,"INCF advances data reuse and reproducibility in brain research by coordinating the development of Open, FAIR, and Citable tools and resources for neuroscience  The global INCF network * supports the development of neuroinformatics as a discipline  * moves neuroscience towards FORCE (a FAIR, Open, Research-object based, Citable Ecosystem) * provides coordination of global neuroscience infrastructure through the development and endorsement of consensus-based standards and best practices  * trains scientists, administrators, and students in using neuroinformatics tools and methods   INCF provides materials, expertise, training, and standards and best practices for: 1) scientists seeking to improve their science through neuroinformatics, 2) infrastructure providers so they can do their jobs better and participate in the global network, and 3) those seeking to add their tools, services, and expertise to the INCF network."
67,5,"INCF currently has Governing and Associate Nodes spanning 4 continents, with an extended network comprising organizations, individual researchers, industry, and publishers."
67,6,"The INCF Secretariat supports the Nodes with outreach, project management, and administration of community-driven projects. You can join the INCF network: https://www.incf.org/join-incf"
67,7,For this and other projects related to #Software #DataAnalysis #HumanElectrophysiology #HumanNeuroscience visit https://openneuroscience.com
68,0,INCF NeuroStars https://neurostars.org  ... 🧵
68,2,"Neurostars is an open source question and answer site that serves the INCF network and the global neuroscience community as a forum for knowledge exchange between neuroscience researchers at all levels of expertise, software developers, and infrastructure providers. Access to Neurostars is free to the neuroscience community thanks to the generous support of our sponsors."
68,5,"Neurostars is a forum for research questions, software, infrastructure, scientific societies, and virtual courses, including:  * Software developers and infrastructure providers in need of a mechanism in which to engage and provide support to user communities and those in need of a platform to integrate tutorials and discussion forums (via INCF TrainingSpace) * Scientific societies in need of a forum for knowledge exchange and support between members * Virtual course organizers in need of an archivable Q & A forum to support learning in their courses where access can be restricted to registered participants with automated notifications and the ability to have multiple, linked subdiscussion groups * Individuals in need of sharing ideas, asking questions and finding answers, and helping others within neuroscience without any cost"
68,6,For this and other projects related to #ComputationalNeuroscience #Simulations #DataAnalysis #Software visit https://openneuroscience.com
69,0,PsychRNN An Accessible and Flexible Python Package for Training Recurrent Neural Network Models on Cognitive Tasks https://github.com/murraylab/PsychRNN  ... 🧵
69,1,PsychRNN is designed for neuroscientists and psychologists who are interested in RNNs as models of cognitive function in the brain.
69,2,"Despite growing interest in RNNs as models of brain function, this approach poses relatively high barriers to entry to researchers, due to the technical know-how required for specialized deep learning software (e.g. TensorFlow or PyTorch) to train artificial neural network models. We designed PsychRNN with accessibility and flexibility as important goals."
69,3,"The frontend for users to define tasks and train RNNs uses only Python & NumPy, with no requirement for deep learning software. The backend, based on TensorFlow for model training, is readily extensible."
69,4,"This design allows for accessible high-level specification and parameterization of tasks and models, using only a few lines of Python. Modularity is central to PsychRNN's design, to achieve flexibility in defining and parameterizing tasks and networks."
69,5,This facilitates investigation of how task features (e.g. timing or input/output channels) shape the network solutions learned by the models.
69,6,"PsychRNN also provides support for implementation of neurobiologically motivated constraints on synaptic connectivity, such as: no autapses, structured connectivity (e.g. for multi-region RNNs), Dale's principle (separate excitatory & inhibitory cells), and fixed nonplastic subset of synapses. Modularity enables implementation of curriculum learning, or task shaping. RNNs can be trained in closed-loop, with tasks progressively adjusted as behavioral performance improves."
69,7,"This is more similar to animal training, for investigation of how shaping impacts neural solutions.."
69,8,For this and other projects related to #Software #HumanNeuroscience #Behaviour #Computers visit https://openneuroscience.com
7,0,UC2 https://useetoo.org  ... 🧵
7,1,"The open-source optical toolbox UC2 [YouSeeToo] simplifies the process of building optical setups, by combining 3D-printed cubes, each holding a specific component (e.g. lens, mirror) on a magnetic square-grid baseplate."
7,2,"The use of widely available consumables and 3D printing, together with documentation and software, offers an extremely low-cost and accessible alternative for both education and research areas. In order to reduce the entry barrier, we provide a fully comprehensive toolbox called TheBOX."
7,3,A paper describing the scientific application in detail can be found [here](https://www.biorxiv.org/content/10.1101/2020.03.02.973073v1).
7,4,For this and other projects related to #Software #DataAnalysis #MolecularBiology visit https://openneuroscience.com
70,0,Mouse VR https://github.com/HarveyLab/mouseVR  ... 🧵
70,1,Harvey Lab miniaturized mouse VR rig for head-fixed virtual navigation and decision-making tasks. The VR setup is comprised of several independent assemblies:  The screen assembly: a laser projector projects onto a parabolic screen surrounding the mouse.
70,2,This is the basis for the visual virtual reality.
70,3,"Ball cup assembly: an air-supported 8"" styrofoam ball that the mouse can run on, with associated ball cup, sensors, and electronics  Reward delivery system and lick sensor: lick spout, liquid reward reservoir, solenoid, and associated electronics  Enclosure: A box surrounding the behavioral setup. Each of these components is independent of the others: i.e. just the screen could be used in combination with a different treadmill and reward delivery system."
70,4,"The electronics for the ball sensors, reward delivery, and lick detection are all mounted on the same PCB. If only one or two of these functions are needed, you do not need to populate the entire PCB."
70,5,"The screen assembly is designed to be small enough to be mounted within a standard 19"" server rack, which could easily fit 3 rigs stacked vertically (or two + monitor and keyboard station)."
70,6,For this and other projects related to #Behaviour #Hardware visit https://openneuroscience.com
71,0,BrainSMASH https://github.com/murraylab/brainsmash  ... 🧵
71,1,BrainSMASH is a Python-based framework for quantifying the significance of a brain map’s spatial topography in studies of large-scale brain organization.
71,2,BrainSMASH was designed to generate synthetic brain maps with spatial autocorrelation (SA) matched to the SA of a target brain map. SA is a prominent and ubiquitous property of brain maps that violates the assumptions of independence/exchangeability that underlie many conventional statistical tests.
71,3,Controlling for this property is therefore necessary to disambiguate meaningful topographic relationships from chance associations.
71,4,"To this end, BrainSMASH instantiates a generative null model for simulating surrogate brain maps, constrained by empirical data, that preserve the SA of cortical (surface-based), subcortical (volumetric), parcellated, and dense brain maps. BrainSMASH requires only two inputs: a brain map of interest, and a matrix of pairwise distances between elements of the brain map."
71,5,"How these inputs are derived is left to user discretion, though additional support has been provided for investigators working with HCP-compliant neuroimaging files."
71,6,"Specifically, BrainSMASH includes routines to generate two-dimensional Euclidean and geodesic distance matrices from surface geometry (GIFTI) files, and subcortical Euclidean distance matrices from CIFTI-format neuroimaging files. Detailed documentation for BrainSMASH can be found at https://brainsmash.readthedocs.io/."
71,7,For this and other projects related to #CalciumImaging #Microscopes #Fluorescence #Hardware visit https://openneuroscience.com
72,0,EmotiBit https://www.emotibit.com/  ... 🧵
72,1,"EmotiBit is a wearable sensor to capture high-quality emotional, physiological, and movement data from just about anywhere on the body."
72,2,For this and other projects related to #Software #DataAnalysis #AnimalElectrophysiology #ComputationalNeuroscience visit https://openneuroscience.com
73,0,The home cage automated skilled reaching apparatus HASRA individualized training of group housed mice in a single pellet reaching task https://github.com/SilasiLab/HASRAv2  ... 🧵
73,1,We developed an automated apparatus and single pellet reach training paradigm for group housed mice within the home cage.
73,2,"This task allows individualized training progression and handedness of presentation for each mouse, minimizes stress induced by experimenter interaction, and enables experiments and data collection on a massive scale, previously impossible due to the demands of one-on-one behavioral testing."
